occurrence_no,record_type,collection_no,identified_name,identified_rank,accepted_name,accepted_rank,accepted_no,taxon_environment,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,cc,state,county,lat,lng,latlng_basis,latlng_precision,geogscale,paleolat,paleolng,geoplate,formation,geological_group,stratscale,lithology1,lithology2,environment,tectonic_setting,pres_mode,preservation_quality,lagerstatten,collection_coverage,collection_type,ref_author,ref_pubyr,reference_no,research_group,age_range_ma,geological_era,geological_period
632228,occ,68014,Tyrannosauridae indet.,family,Tyrannosauridae,family,38606,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,,US,Texas,Brewster,29.228554,-103.56562,estimated from map,6,small collection,38.7,-69.1,101,Aguja,,bed,not reported,,"""floodplain""",,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632229,occ,68015,Saurornitholestinae indet.,subfamily,Saurornitholestinae,subfamily,143992,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,,US,Texas,Brewster,29.228554,-103.56562,estimated from map,6,small collection,38.7,-69.1,101,Aguja,,bed,not reported,,"""floodplain""",,body,,,,general faunal/floral,Larson and Currie,2013.0,48570,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632230,occ,68016,Tyrannosauridae indet.,family,Tyrannosauridae,family,38606,terrestrial,Middle Campanian,Late Campanian,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,,US,Texas,Brewster,29.228554,-103.56562,estimated from map,6,small collection,38.7,-69.1,101,Aguja,,bed,not reported,,"""floodplain""",,body,,,,general faunal/floral,Sankey et al.,2005.0,19433,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632231,occ,68017,Kangnasaurus coetzeei n. gen. n. sp.,species,Kangnasaurus coetzeei,species,81249,terrestrial,Late Cretaceous,,100.5,66.0,Chordata,Ornithischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Kangnasaurus,ZA,Western Cape,,-29.520279,18.419443,stated in text,seconds,small collection,-43.8,6.73,701,,,bed,conglomerate,mudstone,crater lake,,body,good,,,taxonomic,Haughton,1915.0,45359,vertebrate,34.5,Mesozoic/Cenozoic,Cretaceous/Paleogene
632251,occ,68019,Turiasaurus riodevensis n. gen. n. sp.,species,Turiasaurus riodevensis,species,91330,terrestrial,Late Kimmeridgian,Tithonian,152.21,143.1,Chordata,Saurischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Turiasaurus,ES,Aragón,Teruel,40.12727,-1.133307,stated in text,5,small collection,22.11,13.88,304,Villar del Arzobispo,,bed,claystone,sandstone,fine channel fill,,body,good,,,taxonomic,Royo-Torres et al.,2006.0,19463,vertebrate,9.110000000000014,Mesozoic,Jurassic/Cretaceous
632252,occ,68019,Allosauridae indet.,family,Allosauridae,family,38589,terrestrial,Late Kimmeridgian,Tithonian,152.21,143.1,Chordata,Reptilia,NO_ORDER_SPECIFIED,Allosauridae,,ES,Aragón,Teruel,40.12727,-1.133307,stated in text,5,small collection,22.11,13.88,304,Villar del Arzobispo,,bed,claystone,sandstone,fine channel fill,,body,good,,,taxonomic,Gascó et al.,2012.0,44510,vertebrate,9.110000000000014,Mesozoic,Jurassic/Cretaceous
632253,occ,68019,Dacentrurus armatus,species,Dacentrurus armatus,species,52989,terrestrial,Late Kimmeridgian,Tithonian,152.21,143.1,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Stegosauridae,Dacentrurus,ES,Aragón,Teruel,40.12727,-1.133307,stated in text,5,small collection,22.11,13.88,304,Villar del Arzobispo,,bed,claystone,sandstone,fine channel fill,,body,good,,,taxonomic,Cobos et al.,2014.0,82563,vertebrate,9.110000000000014,Mesozoic,Jurassic/Cretaceous
632254,occ,68019,Oblitosaurus bunnueli n. gen. n. sp.,species,Oblitosaurus bunnueli,species,477068,terrestrial,Late Kimmeridgian,Tithonian,152.21,143.1,Chordata,Ornithischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Oblitosaurus,ES,Aragón,Teruel,40.12727,-1.133307,stated in text,5,small collection,22.11,13.88,304,Villar del Arzobispo,,bed,claystone,sandstone,fine channel fill,,body,good,,,taxonomic,Sánchez-Fenollosa et al.,2023.0,85812,vertebrate,9.110000000000014,Mesozoic,Jurassic/Cretaceous
632273,occ,68021,Eurotrochilus inexpectatus n. gen. n. sp.,species,Eurotrochilus inexpectatus,species,91336,terrestrial,Rupelian,,33.9,27.3,Chordata,Aves,Caprimulgiformes,Trochilidae,Eurotrochilus,DE,Baden-Württemberg,Rauenberg,49.451668,8.9575,stated in text,seconds,outcrop,44.04,12.96,305,,,,claystone,,estuary/bay,,"body,adpression",,,some genera,taxonomic,Mayr,2004.0,19466,vertebrate,6.599999999999998,Cenozoic,Paleogene
632277,occ,68022,Protopteryx fengningensis n. gen. n. sp.,species,Protopteryx fengningensis,species,91349,terrestrial,Hauterivian,,132.6,125.77,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Protopteryx,CN,Hebei,Fengning,41.200001,116.650002,based on political unit,minutes,local area,41.09,123.66,604,Huajiying,,group of beds,siltstone,,lacustrine indet.,,"body,adpression,soft parts",,,,taxonomic,Zhang and Zhou,2000.0,19468,"paleoentomology,vertebrate",6.829999999999998,Mesozoic,Cretaceous
632298,occ,68037,Sauropoda indet.,unranked clade,Sauropoda,unranked clade,38653,terrestrial,Kimmeridgian,Tithonian,154.8,143.1,Chordata,Saurischia,,,,ES,Aragón,Teruel,40.116699,-1.15,based on nearby landmark,4,small collection,22.21,14.16,304,Villar del Arzobispo,,bed,claystone,,terrestrial indet.,,body,,,,general faunal/floral,Upchurch and Mannion,2009.0,38080,vertebrate,11.700000000000017,Mesozoic,Jurassic/Cretaceous
632299,occ,47800,Sellosaurus fraasi n. sp.,species,Efraasia minor,species,54997,terrestrial,Alaunian,,215.38,211.18,Chordata,Saurischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Efraasia,DE,Baden-Württemberg,,49.0644,8.9764,based on nearby landmark,4,outcrop,31.29,19.97,305,Löwenstein,,bed,sandstone,marl,terrestrial indet.,,body,excellent,,,taxonomic,Huene,1908.0,10510,vertebrate,4.199999999999989,Mesozoic,Triassic
632300,occ,47800,Teratosaurus minor n. sp.,species,Efraasia minor,species,54997,terrestrial,Alaunian,,215.38,211.18,Chordata,Saurischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Efraasia,DE,Baden-Württemberg,,49.0644,8.9764,based on nearby landmark,4,outcrop,31.29,19.97,305,Löwenstein,,bed,sandstone,marl,terrestrial indet.,,body,excellent,,,taxonomic,Yates,2003.0,19481,vertebrate,4.199999999999989,Mesozoic,Triassic
632301,occ,47800,Efraasia minor,species,Efraasia minor,species,54997,terrestrial,Alaunian,,215.38,211.18,Chordata,Saurischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Efraasia,DE,Baden-Württemberg,,49.0644,8.9764,based on nearby landmark,4,outcrop,31.29,19.97,305,Löwenstein,,bed,sandstone,marl,terrestrial indet.,,body,excellent,,,taxonomic,Yates,2003.0,19481,vertebrate,4.199999999999989,Mesozoic,Triassic
632302,occ,47785,Sellosaurus gracilis n. gen. n. sp.,species,Plateosaurus gracilis,species,54996,terrestrial,Norian,,227.3,205.7,Chordata,Saurischia,NO_ORDER_SPECIFIED,Plateosauridae,Plateosaurus,DE,Baden-Wurttemberg,Stuttgart,48.760555,9.142778,based on nearby landmark,seconds,outcrop,30.06,21.26,305,Löwenstein,Keuper,bed,sandstone,,fluvial-lacustrine indet.,,body,good,,,taxonomic,Galton,1985.0,12791,vertebrate,21.600000000000023,Mesozoic,Triassic
632303,occ,68038,Plateosaurus gracilis,species,Plateosaurus gracilis,species,54996,terrestrial,Norian,,227.3,205.7,Chordata,Saurischia,NO_ORDER_SPECIFIED,Plateosauridae,Plateosaurus,DE,Baden-Wurttemberg,,48.102707,8.682539,based on nearby landmark,6,small collection,29.34,21.24,305,Löwenstein,Keuper,bed,sandstone,,fluvial-lacustrine indet.,,body,,,,taxonomic,Yates,2003.0,19481,vertebrate,21.600000000000023,Mesozoic,Triassic
632304,occ,47785,Thecodontosaurus hermannianus n. sp.,species,Plateosaurus gracilis,species,54996,terrestrial,Norian,,227.3,205.7,Chordata,Saurischia,NO_ORDER_SPECIFIED,Plateosauridae,Plateosaurus,DE,Baden-Wurttemberg,Stuttgart,48.760555,9.142778,based on nearby landmark,seconds,outcrop,30.06,21.26,305,Löwenstein,Keuper,bed,sandstone,,fluvial-lacustrine indet.,,body,good,,,taxonomic,Huene,1905.0,16920,vertebrate,21.600000000000023,Mesozoic,Triassic
632305,occ,68039,Ankylosauridae indet.,family,Ankylosauridae,family,38831,terrestrial,Late Campanian,,83.6,72.2,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Ankylosauridae,,MX,Coahuila,,25.56889,-101.334724,stated in text,seconds,local area,34.62,-68.11,101,Cerro del Pueblo,Difunta,group of beds,mudstone,sandstone,fluvial-deltaic indet.,,"body,trace",medium,,,general faunal/floral,Rivera-Sylva and Espinosa-Chávez,2006.0,19483,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632312,occ,67138,Koutalisaurus kohlerorum n. gen. n. sp.,species,Pararhabdodon isonensis,species,68155,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Hadrosauridae,Pararhabdodon,ES,Cataluña,Lleida,42.161385,1.054786,estimated from map,6,small collection,30.17,10.86,304,Conques,Tremp,bed,sandstone,sandstone,coarse channel fill,,body,good,,,taxonomic,Prieto-Márquez et al.,2006.0,19486,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
632322,occ,24883,Stegosauria indet.,unranked clade,Stegosauria,unranked clade,38798,terrestrial,Bajocian,Oxfordian,170.9,154.8,Chordata,Ornithischia,,,,CN,Sichuan,Zigong,29.411388,104.852501,estimated from map,seconds,outcrop,32.23,120.57,611,Shaximiao,,bed,sandstone,mudstone,lacustrine indet.,,body,good,concentrate,,taxonomic,Maidment et al.,2006.0,19489,vertebrate,16.099999999999994,Mesozoic,Jurassic
632323,occ,68042,Ojoceratops fowleri,species,Ojoceratops fowleri,species,170630,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Ceratopsidae,Triceratops,US,New Mexico,San Juan,36.343899,-108.084198,based on nearby landmark,4,small collection,48.43,-74.04,101,Ojo Alamo,,bed,not reported,,terrestrial indet.,,body,medium,,,taxonomic,Jasinski et al.,2011.0,66250,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
632335,occ,35250,cf. Dilophosaurus wetherilli,species,Dilophosaurus wetherilli,species,55479,terrestrial,Sinemurian,Pliensbachian,199.5,184.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Dilophosaurus,US,Arizona,Coconino,35.679169,-111.027779,based on nearby landmark,seconds,small collection,14.91,-39.61,101,Kayenta,Glen Canyon,bed,not reported,,terrestrial indet.,,body,,,,taxonomic,Marsh and Rowe,2020.0,73901,vertebrate,15.300000000000011,Mesozoic,Jurassic
632336,occ,68045,Daspletosaurus horneri,species,Daspletosaurus horneri,species,351539,terrestrial,Late Campanian,,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Daspletosaurus,US,Montana,Teton,47.806286,-112.222694,based on nearby landmark,6,outcrop,58.44,-68.94,101,Two Medicine,Montana,bed,siltstone,,crevasse splay,,body,variable,,,taphonomic,Titus et al.,2021.0,76532,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632337,occ,68045,Lambeosaurinae indet.,subfamily,Lambeosaurinae,subfamily,53394,terrestrial,Late Campanian,,83.6,72.2,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Hadrosauridae,,US,Montana,Teton,47.806286,-112.222694,based on nearby landmark,6,outcrop,58.44,-68.94,101,Two Medicine,Montana,bed,siltstone,,crevasse splay,,body,variable,,,taphonomic,Currie et al.,2005.0,19504,vertebrate,11.399999999999991,Mesozoic,Cretaceous
632364,occ,68047,Aves indet.,class,Aves,class,36616,terrestrial,Late Barremian,Early Aptian,125.77,119.57,Chordata,Aves,,,,CN,Nei Mongol,Ningcheng,41.566666,119.333336,based on political unit,minutes,small collection,41.35,127.19,604,Yixian,Jehol,bed,"""shale""",,terrestrial indet.,,"body,adpression,soft parts",,,,taxonomic,Chang et al.,2006.0,19508,vertebrate,6.200000000000003,Mesozoic,Cretaceous
632365,occ,68048,Rhabdodon sp.,genus,Rhabdodon,genus,38753,terrestrial,Maastrichtian,,72.2,66.0,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Rhabdodontidae,Rhabdodon,FR,Languedoc-Roussillon,Aude,42.93824,2.191471,based on nearby landmark,6,small collection,30.88,11.13,305,,,group of beds,not reported,,terrestrial indet.,,body,,,,general faunal/floral,Villatte et al.,1986.0,30636,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
632367,occ,68050,Dinosauria indet.,unranked clade,Dinosauria,unranked clade,52775,terrestrial,Maastrichtian,,72.2,66.0,Chordata,Reptilia,,,,FR,Languedoc-Roussillon,Aude,42.922806,2.210412,based on nearby landmark,6,small collection,30.86,11.14,305,,,bed,not reported,,terrestrial indet.,,body,,,,general faunal/floral,Le Loeuff,2005.0,19511,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
632370,occ,68052,? Dinosauria indet.,unranked clade,Dinosauria,unranked clade,52775,terrestrial,Maastrichtian,,72.2,66.0,Chordata,Reptilia,,,,FR,Languedoc-Roussillon,,42.909161,2.211588,based on nearby landmark,6,small collection,30.85,11.14,305,,,,not reported,,terrestrial indet.,,body,,,,general faunal/floral,Le Loeuff,2005.0,19511,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
632453,occ,68069,Aves indet.,class,Aves,class,36616,terrestrial,Middle Pleistocene,,0.774,0.129,Chordata,Aves,,,,ID,East Nusa Tenggara,Flores,-8.65,121.116669,based on nearby landmark,minutes,outcrop,,,not computable using this model,Ola Bula,,group of beds,sandstone,siltstone,lacustrine deltaic indet.,,body,,,,archaeological,Brumm et al.,2006.0,19540,vertebrate,0.645,Cenozoic,Quaternary
632780,occ,48850,cf. Struthiosaurus austriacus,species,Struthiosaurus austriacus,species,52792,terrestrial,Early Maastrichtian,,72.2,66.0,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Nodosauridae,Struthiosaurus,FR,Languedoc-Roussillon,Aude,42.9137,2.2,based on nearby landmark,4,outcrop,30.96,10.77,305,Marnes Rouges Inférieures,,bed,marl,conglomerate,fluvial indet.,,body,medium,concentrate,some macrofossils,taxonomic,Laurent et al.,2001.0,59044,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
632801,occ,11611,Camarasaurus cf. lentus,species,Camarasaurus lentus,species,63764,terrestrial,Kimmeridgian,Tithonian,154.8,143.1,Chordata,Saurischia,NO_ORDER_SPECIFIED,Camarasauridae,Camarasaurus,US,Colorado,Mesa,39.2383,-108.995796,estimated from map,4,outcrop,26.73,-43.8,101,Morrison,,group of beds,mudstone,conglomerate,pond,,"body,cast,adpression,trace,soft parts,permineralized,original carbon,original sporopollenin,replaced with silica",good,concentrate,"some macrofossils,some microfossils",taxonomic,Foster et al.,2018.0,78052,"paleobotany,vertebrate",11.700000000000017,Mesozoic,Jurassic/Cretaceous
632802,occ,11611,Sauropoda indet.,unranked clade,Sauropoda,unranked clade,38653,terrestrial,Kimmeridgian,Tithonian,154.8,143.1,Chordata,Saurischia,,,,US,Colorado,Mesa,39.2383,-108.995796,estimated from map,4,outcrop,26.73,-43.8,101,Morrison,,group of beds,mudstone,conglomerate,pond,,"body,cast,adpression,trace,soft parts,permineralized,original carbon,original sporopollenin,replaced with silica",good,concentrate,"some macrofossils,some microfossils",taxonomic,Foster,2005.0,19565,"paleobotany,vertebrate",11.700000000000017,Mesozoic,Jurassic/Cretaceous
632803,occ,55329,Camarasaurus grandis,species,Camarasaurus grandis,species,52961,terrestrial,Tithonian,,149.2,143.1,Chordata,Saurischia,NO_ORDER_SPECIFIED,Camarasauridae,Camarasaurus,US,Colorado,,39.167778,-108.774719,based on nearby landmark,seconds,small collection,27.31,-43.98,101,Morrison,,bed,sandstone,,terrestrial indet.,,body,,,,general faunal/floral,Foster,2005.0,19565,vertebrate,6.099999999999994,Mesozoic,Jurassic/Cretaceous
632804,occ,68097,? Diplodocus sp.,genus,Diplodocus,genus,38669,terrestrial,Kimmeridgian,Tithonian,154.8,143.1,Chordata,Saurischia,NO_ORDER_SPECIFIED,Diplodocidae,Diplodocus,US,Colorado,Mesa,38.502777,-108.99778,based on nearby landmark,7,outcrop,26.03,-44.06,101,Morrison,,bed,not reported,,terrestrial indet.,,body,medium,,,paleoecologic,Foster,2005.0,19565,vertebrate,11.700000000000017,Mesozoic,Jurassic/Cretaceous
632805,occ,28366,Camarasaurus sp.,genus,Camarasaurus,genus,38697,terrestrial,Late Kimmeridgian,Early Tithonian,152.21,145.06,Chordata,Saurischia,NO_ORDER_SPECIFIED,Camarasauridae,Camarasaurus,US,Colorado,Fremont,38.539501,-105.224701,stated in text,4,small collection,25.16,-41.31,101,Morrison,,group of beds,sandstone,claystone,"""channel""",,body,good,,,general faunal/floral,Foster,2005.0,19565,vertebrate,7.150000000000006,Mesozoic,Jurassic
632806,occ,22648,Brachiosaurus sp.,genus,Brachiosaurus,genus,38677,terrestrial,Kimmeridgian,Tithonian,154.8,143.1,Chordata,Saurischia,NO_ORDER_SPECIFIED,Brachiosauridae,Brachiosaurus,US,Wyoming,Albany,42.017776,-106.048615,unpublished field data,seconds,outcrop,28.7,-40.44,101,Morrison,,bed,sandstone,,coarse channel fill,,body,good,concentrate,,general faunal/floral,Foster,2005.0,19565,vertebrate,11.700000000000017,Mesozoic,Jurassic/Cretaceous
632838,occ,46460,Apatosaurus sp.,genus,Apatosaurus,genus,38665,terrestrial,Kimmeridgian,,154.8,149.2,Chordata,Saurischia,NO_ORDER_SPECIFIED,Diplodocidae,Apatosaurus,US,Wyoming,Big Horn,44.535557,-107.779167,based on nearby landmark,seconds,outcrop,31.62,-39.42,101,Morrison,,bed,mudstone,,levee,,"body,mold/impression,soft parts",good,concentrate,,general faunal/floral,Foster,2005.0,19565,vertebrate,5.600000000000023,Mesozoic,Jurassic
632849,occ,68099,Camarasaurus grandis,species,Camarasaurus grandis,species,52961,terrestrial,Late Kimmeridgian,Tithonian,152.21,143.1,Chordata,Saurischia,NO_ORDER_SPECIFIED,Camarasauridae,Camarasaurus,US,New Mexico,Sandoval,35.515598,-106.823196,stated in text,4,small collection,22.64,-43.6,101,Morrison,,bed,conglomerate,"""shale""",dry floodplain,,body,,,,taxonomic,Ikejiri et al.,2005.0,19566,vertebrate,9.110000000000014,Mesozoic,Jurassic/Cretaceous
632850,occ,68100,Diplodocinae indet.,unranked clade,Diplodocinae,unranked clade,65916,terrestrial,Kimmeridgian,Tithonian,154.8,143.1,Chordata,Saurischia,,Diplodocidae,,US,Wyoming,Hot Springs,43.630001,-108.199997,based on nearby landmark,4,outcrop,30.72,-41.6,101,Morrison,,group of beds,mudstone,,lacustrine indet.,,body,good,,,taxonomic,Tschopp et al.,2015.0,55026,vertebrate,11.700000000000017,Mesozoic,Jurassic/Cretaceous
632851,occ,68101,Sauropoda indet.,unranked clade,Sauropoda,unranked clade,38653,terrestrial,Early Hauterivian,,132.6,125.77,Chordata,Saurischia,,,,HR,Istarska,,45.023636,13.690908,estimated from map,6,outcrop,18.03,37.62,307,,,group of beds,wackestone,packstone,lagoonal/restricted shallow subtidal,,"mold/impression,trace",medium,,,general faunal/floral,Dalla Vecchia et al.,2000.0,35449,vertebrate,6.829999999999998,Mesozoic,Cretaceous
632852,occ,26931,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Late Hauterivian,Early Barremian,132.6,121.4,Chordata,Reptilia,,,,HR,Istarska,,45.040558,13.783611,based on nearby landmark,seconds,outcrop,18.39,38.23,307,,,group of beds,rudstone,"""limestone""",lacustrine - small,,body,good,,,taxonomic,Dalla Vecchia,2005.0,19574,vertebrate,11.199999999999989,Mesozoic,Cretaceous
632853,occ,68102,Sauropoda indet.,unranked clade,Sauropoda,unranked clade,38653,terrestrial,Late Cenomanian,,100.5,93.9,Chordata,Saurischia,,,,HR,Istarska,,45.363609,13.5425,stated in text,seconds,outcrop,34.77,29.1,307,,,bed,"""carbonate""",,carbonate indet.,,"body,mold/impression,trace",poor,,,general faunal/floral,Dalla Vecchia,2001.0,29156,vertebrate,6.599999999999994,Mesozoic,Cretaceous
632854,occ,68103,? Sauropoda indet.,unranked clade,Sauropoda,unranked clade,38653,terrestrial,Late Cenomanian,,100.5,93.9,Chordata,Saurischia,,,,HR,Istarska,,44.7859,13.90203,based on nearby landmark,6,outcrop,34.18,28.82,307,,,bed,wackestone,"""limestone""",carbonate indet.,,"body,mold/impression,trace",variable,,,general faunal/floral,Dalla Vecchia,2001.0,29156,vertebrate,6.599999999999994,Mesozoic,Cretaceous
632855,occ,68104,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Late Cenomanian,,100.5,93.9,Chordata,Reptilia,,,,HR,Istarska,,45.381939,13.54056,based on nearby landmark,6,outcrop,34.79,29.11,307,,,bed,"""carbonate""","""carbonate""",carbonate indet.,,"body,mold/impression,trace",medium,,,general faunal/floral,Dalla Vecchia,2001.0,29156,vertebrate,6.599999999999994,Mesozoic,Cretaceous
632856,occ,68105,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Late Turonian,Coniacian,93.9,85.7,Chordata,Reptilia,,,,HR,Istarska,,44.940559,14.048096,estimated from map,6,outcrop,32.31,26.12,307,,,bed,"""limestone""",,carbonate indet.,,"mold/impression,trace",poor,,,general faunal/floral,Mauko and Florjancic,2003.0,19577,vertebrate,8.200000000000003,Mesozoic,Cretaceous
