occurrence_no,record_type,collection_no,identified_name,identified_rank,accepted_name,accepted_rank,accepted_no,taxon_environment,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,cc,state,county,lat,lng,latlng_basis,latlng_precision,geogscale,paleolat,paleolng,geoplate,formation,geological_group,stratscale,lithology1,lithology2,environment,tectonic_setting,pres_mode,preservation_quality,lagerstatten,collection_coverage,collection_type,ref_author,ref_pubyr,reference_no,research_group,age_range_ma,geological_era,geological_period
1353981,occ,183639,Grallator sp.,genus,Grallator,genus,64079,terrestrial,Hettangian,,201.4,199.5,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,US,Colorado,Mesa,38.853611,-108.477219,based on nearby landmark,seconds,outcrop,14.6,-37.56,101,Wingate Sandstone,Glen Canyon,bed,"""siliciclastic""",,terrestrial indet.,,"mold/impression,trace",,,,paleoecologic,Hunt et al.,1995.0,61344,vertebrate,1.9000000000000057,Mesozoic,Jurassic
1353982,occ,183639,Eubrontes sp.,genus,Eubrontes,genus,66094,terrestrial,Hettangian,,201.4,199.5,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,US,Colorado,Mesa,38.853611,-108.477219,based on nearby landmark,seconds,outcrop,14.6,-37.56,101,Wingate Sandstone,Glen Canyon,bed,"""siliciclastic""",,terrestrial indet.,,"mold/impression,trace",,,,paleoecologic,Hunt et al.,1995.0,61344,vertebrate,1.9000000000000057,Mesozoic,Jurassic
1353983,occ,183640,Grallator tenuis,species,Grallator tenuis,species,67368,terrestrial,Oxfordian,Early Kimmeridgian,161.5,152.21,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,US,Colorado,Mesa,38.853611,-108.477219,based on nearby landmark,seconds,outcrop,26.4,-41.15,101,Entrada Sandstone,San Rafael,bed,not reported,,terrestrial indet.,,"mold/impression,trace",,,,paleoecologic,Eriksen,1979.0,61345,vertebrate,9.289999999999992,Mesozoic,Jurassic
1353984,occ,183640,Eubrontes giganteus,species,Eubrontes giganteus,species,67402,terrestrial,Oxfordian,Early Kimmeridgian,161.5,152.21,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,US,Colorado,Mesa,38.853611,-108.477219,based on nearby landmark,seconds,outcrop,26.4,-41.15,101,Entrada Sandstone,San Rafael,bed,not reported,,terrestrial indet.,,"mold/impression,trace",,,,paleoecologic,Eriksen,1979.0,61345,vertebrate,9.289999999999992,Mesozoic,Jurassic
1354182,occ,183659,Dinosauria indet.,unranked clade,Dinosauria,unranked clade,52775,terrestrial,Late Campanian,Early Maastrichtian,83.6,66.0,Chordata,Reptilia,,,,ES,Cataluña,,42.17226,0.972587,based on nearby landmark,6,outcrop,30.05,11.38,304,Arén,,bed,sandstone,,terrestrial indet.,,body,,,,biostratigraphic,Rosell,1967.0,61347,vertebrate,17.599999999999994,Mesozoic/Cenozoic,Cretaceous/Paleogene
1354183,occ,183660,Dinosauria indet.,unranked clade,Dinosauria,unranked clade,52775,terrestrial,Early Maastrichtian,,72.2,66.0,Chordata,Reptilia,,,,ES,Cataluña,Lleida,42.152534,0.9449,based on nearby landmark,6,small collection,30.17,10.76,304,La Posa,Tremp,bed,marl,,terrestrial indet.,,body,,,,biostratigraphic,Rosell,1967.0,61347,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
1354186,occ,183662,Dinosauria indet.,unranked clade,Dinosauria,unranked clade,52775,terrestrial,Early Maastrichtian,,72.2,66.0,Chordata,Reptilia,,,,ES,Cataluña,Lleida,42.256371,0.742292,based on nearby landmark,6,small collection,30.3,10.62,304,La Posa,Tremp,bed,sandstone,,terrestrial indet.,,body,,,,biostratigraphic,Rosell,1967.0,61347,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
1354215,occ,31748,Colymboides belgicus,genus,Colymboides,genus,39708,terrestrial,Early Oligocene,,33.9,27.3,Chordata,Aves,Gaviiformes,Gaviidae,Colymboides,BE,,,50.849998,4.816667,based on nearby landmark,minutes,small collection,45.59,9.34,315,Borgloon,Tongeren,bed,sandstone,,fluvial-lacustrine indet.,,body,,,some genera,taxonomic,Smith,2003.0,61354,vertebrate,6.599999999999998,Cenozoic,Paleogene
1354216,occ,31748,Adelalopus hoogbutseliensis,genus,Adelalopus,genus,348925,terrestrial,Early Oligocene,,33.9,27.3,Chordata,Aves,Phoenicopteriformes,NO_FAMILY_SPECIFIED,Adelalopus,BE,,,50.849998,4.816667,based on nearby landmark,minutes,small collection,45.59,9.34,315,Borgloon,Tongeren,bed,sandstone,,fluvial-lacustrine indet.,,body,,,some genera,taxonomic,Smith,2003.0,61354,vertebrate,6.599999999999998,Cenozoic,Paleogene
1354217,occ,31748,? Accipitridae indet.,family,Accipitridae,family,39323,terrestrial,Early Oligocene,,33.9,27.3,Chordata,Aves,Accipitriformes,Accipitridae,,BE,,,50.849998,4.816667,based on nearby landmark,minutes,small collection,45.59,9.34,315,Borgloon,Tongeren,bed,sandstone,,fluvial-lacustrine indet.,,body,,,some genera,taxonomic,Smith,2003.0,61354,vertebrate,6.599999999999998,Cenozoic,Paleogene
1354218,occ,31748,cf. Prosybris antiqua,species,Prosybris antiqua,species,335047,terrestrial,Early Oligocene,,33.9,27.3,Chordata,Aves,Strigiformes,Strigidae,Prosybris,BE,,,50.849998,4.816667,based on nearby landmark,minutes,small collection,45.59,9.34,315,Borgloon,Tongeren,bed,sandstone,,fluvial-lacustrine indet.,,body,,,some genera,taxonomic,Smith,2003.0,61354,vertebrate,6.599999999999998,Cenozoic,Paleogene
1354219,occ,31748,Coliidae indet.,family,Coliidae,family,39365,terrestrial,Early Oligocene,,33.9,27.3,Chordata,Aves,Coliiformes,Coliidae,,BE,,,50.849998,4.816667,based on nearby landmark,minutes,small collection,45.59,9.34,315,Borgloon,Tongeren,bed,sandstone,,fluvial-lacustrine indet.,,body,,,some genera,taxonomic,Smith,2003.0,61354,vertebrate,6.599999999999998,Cenozoic,Paleogene
1354220,occ,31748,Oligosylphe mourerchauvireae,genus,Oligosylphe,genus,348926,terrestrial,Early Oligocene,,33.9,27.3,Chordata,Aves,Piciformes,Sylphornithidae,Oligosylphe,BE,,,50.849998,4.816667,based on nearby landmark,minutes,small collection,45.59,9.34,315,Borgloon,Tongeren,bed,sandstone,,fluvial-lacustrine indet.,,body,,,some genera,taxonomic,Smith,2003.0,61354,vertebrate,6.599999999999998,Cenozoic,Paleogene
1354887,occ,183918,Sula magna,species,Sula magna,species,316534,terrestrial,Tortonian,,11.63,7.246,Chordata,Aves,Suliformes,Sulidae,Sula,PE,,,-15.480556,-74.804726,stated in text,seconds,small collection,-14.9,-72.59,201,Pisco,,bed,sandstone,,marine indet.,,"body,trace",,,,paleoecologic,Collareta et al.,2017.0,61392,vertebrate,4.384,Cenozoic,Neogene
1354888,occ,183918,Spheniscus sp.,genus,Spheniscus,genus,39734,marine,Tortonian,,11.63,7.246,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,PE,,,-15.480556,-74.804726,stated in text,seconds,small collection,-14.9,-72.59,201,Pisco,,bed,sandstone,,marine indet.,,"body,trace",,,,paleoecologic,Collareta et al.,2017.0,61392,vertebrate,4.384,Cenozoic,Neogene
1355319,occ,184041,Troodon formosus,species,Troodon formosus,species,54818,terrestrial,Late Campanian,,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Troodontidae,Troodon,CA,Alberta,,50.724758,-111.56308,stated in text,5,outcrop,60.93,-65.77,101,Dinosaur Park,Belly River,bed,not reported,,terrestrial indet.,,body,good,,,general faunal/floral,Kurzanov and Osmólska,1991.0,13889,vertebrate,11.399999999999991,Mesozoic,Cretaceous
1355321,occ,184041,Ornithomimidae indet.,family,Ornithomimidae,family,38539,terrestrial,Late Campanian,,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Ornithomimidae,,CA,Alberta,,50.724758,-111.56308,stated in text,5,outcrop,60.93,-65.77,101,Dinosaur Park,Belly River,bed,not reported,,terrestrial indet.,,body,good,,,general faunal/floral,Wilson and Currie,1985.0,61480,vertebrate,11.399999999999991,Mesozoic,Cretaceous
1355421,occ,184045,Coelurosaurichnus cf. ziegelangernensis,species,Coelurosaurichnus ziegelangernensis,species,85792,terrestrial,Olenekian,,250.8,247.0,Chordata,Saurischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Coelurosaurichnus,UK,England,Worcestershire,52.389099,-2.18215,stated in text,4,small collection,28.99,20.7,315,Chester Pebble Beds,Sherwood Sandstone,bed,sandstone,,terrestrial indet.,,"mold/impression,trace",,,,general faunal/floral,Wills and Sarjeant,1970.0,61484,vertebrate,3.8000000000000114,Mesozoic,Triassic
1355422,occ,184045,Coelurosaurichnus <sp. A>,genus,Coelurosaurichnus,genus,68186,terrestrial,Olenekian,,250.8,247.0,Chordata,Saurischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Coelurosaurichnus,UK,England,Worcestershire,52.389099,-2.18215,stated in text,4,small collection,28.99,20.7,315,Chester Pebble Beds,Sherwood Sandstone,bed,sandstone,,terrestrial indet.,,"mold/impression,trace",,,,general faunal/floral,Wills and Sarjeant,1970.0,61484,vertebrate,3.8000000000000114,Mesozoic,Triassic
1355423,occ,184045,Coelurosaurichnus <sp. B>,genus,Coelurosaurichnus,genus,68186,terrestrial,Olenekian,,250.8,247.0,Chordata,Saurischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Coelurosaurichnus,UK,England,Worcestershire,52.389099,-2.18215,stated in text,4,small collection,28.99,20.7,315,Chester Pebble Beds,Sherwood Sandstone,bed,sandstone,,terrestrial indet.,,"mold/impression,trace",,,,general faunal/floral,Wills and Sarjeant,1970.0,61484,vertebrate,3.8000000000000114,Mesozoic,Triassic
1355599,occ,184078,Dinosauria indet.,unranked clade,Dinosauria,unranked clade,52775,terrestrial,Late Triassic,,237.0,201.4,Chordata,Reptilia,,,,ZA,Limpopo,,-24.950001,28.549999,based on nearby landmark,minutes,local area,-48.4,12.09,701,,Stormberg,group,not reported,,terrestrial indet.,,body,,,,general faunal/floral,Van Hoepen,1916.0,61486,vertebrate,35.599999999999994,Mesozoic,Triassic/Jurassic
1356022,occ,184127,Triunfosaurus leonardii n. gen. n. sp.,species,Triunfosaurus leonardii,species,350051,terrestrial,Berriasian,Early Hauterivian,143.1,125.77,Chordata,Saurischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Triunfosaurus,BR,Paraíba,Triunfo,-6.698056,-38.540279,stated in text,seconds,small collection,-11.16,3.32,201,Rio Piranhas,Rio do Peixe,bed,sandstone,,"""channel""",,body,,,,taxonomic,Carvalho et al.,2017.0,61524,vertebrate,17.33,Mesozoic,Cretaceous
1356526,occ,124276,Aves indet.,class,Aves,class,36616,terrestrial,Early Barremian,,125.77,121.4,Chordata,Aves,,,,LB,,,33.540001,35.580002,based on nearby landmark,2,outcrop,3.35,42.54,508,,,group of beds,amber,,terrestrial indet.,,"body,soft parts,original chitin,amber",,,,taxonomic,Schlee,1973.0,61554,paleoentomology,4.36999999999999,Mesozoic,Cretaceous
1356672,occ,54168,Coelophysis sp.,genus,Coelophysis,genus,38520,terrestrial,Norian,,227.3,205.7,Chordata,Reptilia,NO_ORDER_SPECIFIED,Coelophysidae,Coelophysis,US,New Mexico,Rio Arriba,36.339298,-106.874496,stated in text,4,outcrop,11.34,-34.97,101,Chinle,,bed,not reported,,terrestrial indet.,,body,poor,,some macrofossils,taxonomic,Williston and Case,1912.0,61566,vertebrate,21.600000000000023,Mesozoic,Triassic
1356820,occ,184243,Otis tarda,species,Otis tarda,species,369000,terrestrial,Late Pleistocene,Holocene,0.129,0.0,Chordata,Aves,Otidiformes,Otididae,Otis,GR,Peloponnesus,,37.724998,22.846111,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic",,,,taphonomic,Starkovich,2012.0,61579,,0.129,Cenozoic,Quaternary
1356822,occ,184243,Alectoris graeca,species,Alectoris graeca,species,365992,terrestrial,Late Pleistocene,Holocene,0.129,0.0,Chordata,Reptilia,Galliformes,Phasianidae,Alectoris,GR,Peloponnesus,,37.724998,22.846111,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic",,,,taphonomic,Starkovich,2012.0,61579,,0.129,Cenozoic,Quaternary
1356886,occ,184245,Puffinus puffinus,species,Puffinus puffinus,species,83373,marine,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356887,occ,184245,Accipiter nisus,species,Accipiter nisus,species,94493,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356888,occ,184245,Falco cf. vespertinus,species,Falco vespertinus,species,369017,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Falconiformes,Falconidae,Falco,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356889,occ,184245,Alectoris graeca,species,Alectoris graeca,species,365992,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Reptilia,Galliformes,Phasianidae,Alectoris,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356890,occ,184245,Coturnix coturnix,species,Coturnix coturnix,species,365977,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Reptilia,Galliformes,Phasianidae,Coturnix,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356895,occ,184245,Eudromias morinellus,species,Charadrius morinellus,species,369501,marine,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356896,occ,184245,Chlidonias sp.,genus,Chlidonias,genus,276242,marine,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356897,occ,184245,Columba oenas,species,Columba oenas,species,365967,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Columbiformes,Columbidae,Columba,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356898,occ,184245,Otus scops,species,Otus scops,species,368930,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Strigiformes,Strigidae,Otus,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356899,occ,184245,Athene noctua,species,Athene noctua,species,365949,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Strigiformes,Strigidae,Athene,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356900,occ,184245,Strix aluco,species,Strix aluco,species,365951,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Strigiformes,Strigidae,Strix,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356901,occ,184245,Apus apus,species,Apus apus,species,369019,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Caprimulgiformes,Apodidae,Apus,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356902,occ,184245,Apus cf. pallidus,species,Apus pallidus,species,369499,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Caprimulgiformes,Apodidae,Apus,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356903,occ,184245,Hirundo rustica,species,Hirundo rustica,species,368986,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356904,occ,184245,Certhia sp.,genus,Certhia,genus,124207,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Passeriformes,Certhiidae,Certhia,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356905,occ,184245,Turdus cf. philomelos,species,Turdus philomelos,species,368612,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Passeriformes,Turdidae,Turdus,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356906,occ,184245,Corvus corone,species,Corvus corone,species,365952,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Passeriformes,Corvidae,Corvus,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356907,occ,184245,cf. Corvus monedula,species,Corvus monedula,species,369319,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Passeriformes,Corvidae,Corvus,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356908,occ,184245,Pyrrhocorax pyrrhocorax,species,Pyrrhocorax pyrrhocorax,species,365954,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Passeriformes,Corvidae,Pyrrhocorax,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1356909,occ,184245,Emberiza citrinella,species,Emberiza citrinella,species,368988,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,GR,Peloponnesus,,36.677502,22.366388,estimated from map,seconds,,,,not computable using this model,,,,not reported,,cave,,"body,anthropogenic,bone collector",,,,taxonomic,Harvati et al.,2013.0,61580,,0.1173,Cenozoic,Quaternary
1357168,occ,183661,Dinosauria indet.,unranked clade,Dinosauria,unranked clade,52775,terrestrial,Early Maastrichtian,,72.2,66.0,Chordata,Reptilia,,,,ES,Cataluña,Lleida,42.149494,1.081006,based on nearby landmark,6,outcrop,30.15,10.88,304,La Posa,Tremp,group of beds,marl,,terrestrial indet.,,body,,,,biostratigraphic,Rosell,1967.0,61347,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
1357175,occ,28765,Gargantuavis philoinos,species,Gargantuavis philoinos,species,65146,terrestrial,Late Campanian,,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Gargantuaviidae,Gargantuavis,ES,Castilla y Leon,Burgos,42.664555,-2.634513,estimated from map,6,outcrop,31.34,8.56,304,Vitoria,,bed,"""limestone""",,shallow subtidal indet.,,body,,,some genera,taxonomic,Angst et al.,2017.0,61633,vertebrate,11.399999999999991,Mesozoic,Cretaceous
1357595,occ,19595,Anatinae indet.,subfamily,Anatinae,subfamily,67688,freshwater,Langhian,,15.98,13.82,Chordata,Aves,Anseriformes,Anatidae,,US,California,Orange,33.659168,-117.629173,estimated from map,5,local area,36.24,-110.87,105,"""Topanga""",,group of beds,sandstone,,marine indet.,,body,,,,general faunal/floral,Velez-Juarbe,2017.0,61789,vertebrate,2.16,Cenozoic,Neogene
1358594,occ,183201,Coelophysoidea indet.,superfamily,Coelophysoidea,superfamily,55476,terrestrial,Late Triassic,Early Jurassic,237.0,174.7,Chordata,Reptilia,NO_ORDER_SPECIFIED,,,US,Utah,Uintah,40.453594,-109.237953,based on nearby landmark,6,outcrop,15.11,-37.73,101,Nugget Sandstone,,group of beds,sandstone,claystone,interdune,,"body,cast,mold/impression,trace",excellent,,,biostratigraphic,Britt et al.,2016.0,61868,vertebrate,62.30000000000001,Mesozoic,Triassic/Jurassic
1358595,occ,183201,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Late Triassic,Early Jurassic,237.0,174.7,Chordata,Reptilia,,,,US,Utah,Uintah,40.453594,-109.237953,based on nearby landmark,6,outcrop,15.11,-37.73,101,Nugget Sandstone,,group of beds,sandstone,claystone,interdune,,"body,cast,mold/impression,trace",excellent,,,biostratigraphic,Britt et al.,2016.0,61868,vertebrate,62.30000000000001,Mesozoic,Triassic/Jurassic
1358598,occ,183201,Grallator sp.,genus,Grallator,genus,64079,terrestrial,Late Triassic,Early Jurassic,237.0,174.7,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,US,Utah,Uintah,40.453594,-109.237953,based on nearby landmark,6,outcrop,15.11,-37.73,101,Nugget Sandstone,,group of beds,sandstone,claystone,interdune,,"body,cast,mold/impression,trace",excellent,,,biostratigraphic,Britt et al.,2016.0,61868,vertebrate,62.30000000000001,Mesozoic,Triassic/Jurassic
1358686,occ,32300,Tetrasauropus sp.,genus,Tetrasauropus,genus,77113,terrestrial,Late Triassic,,237.0,201.4,Chordata,Saurischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Tetrasauropus,US,Utah,Uintah,40.434498,-109.256828,based on nearby landmark,6,outcrop,15.89,-35.88,101,Nugget Sandstone,,group of beds,sandstone,,fluvial indet.,,trace,poor,,,general faunal/floral,Lockley and Hunt,1995.0,61886,vertebrate,35.599999999999994,Mesozoic,Triassic/Jurassic
1358692,occ,184626,Stegosaurus sp.,genus,Stegosaurus,genus,38814,terrestrial,Kimmeridgian,Tithonian,154.8,143.1,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Stegosauridae,Stegosaurus,US,Colorado,Mesa,39.14613,-108.767174,estimated from map,6,small collection,26.59,-43.65,101,Morrison,,bed,sandstone,,coarse channel fill,,body,,,,general faunal/floral,Foster et al.,2016.0,61877,vertebrate,11.700000000000017,Mesozoic,Jurassic/Cretaceous
1358693,occ,184627,Allosaurus fragilis,species,Allosaurus fragilis,species,52962,terrestrial,Kimmeridgian,Tithonian,154.8,143.1,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Allosaurus,US,Colorado,Mesa,39.15889,-108.728333,based on nearby landmark,seconds,small collection,26.59,-43.61,101,Morrison,,bed,sandstone,,fluvial indet.,,body,,,,general faunal/floral,Foster et al.,2016.0,61877,vertebrate,11.700000000000017,Mesozoic,Jurassic/Cretaceous
1358696,occ,11611,Othnielosaurus consors,species,Nanosaurus agilis,species,52951,terrestrial,Kimmeridgian,Tithonian,154.8,143.1,Chordata,Ornithischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Nanosaurus,US,Colorado,Mesa,39.2383,-108.995796,estimated from map,4,outcrop,26.73,-43.8,101,Morrison,,group of beds,mudstone,conglomerate,pond,,"body,cast,adpression,trace,soft parts,permineralized,original carbon,original sporopollenin,replaced with silica",good,concentrate,"some macrofossils,some microfossils",taxonomic,Foster et al.,2016.0,61877,"paleobotany,vertebrate",11.700000000000017,Mesozoic,Jurassic/Cretaceous
1358881,occ,166749,Ankylosauria indet.,unranked clade,Ankylosauria,unranked clade,38816,terrestrial,Late Barremian,,125.77,121.4,Chordata,Ornithischia,,,,ES,Castilla-La Mancha,Cuenca,40.590469,-2.067325,based on nearby landmark,6,small collection,27.42,21.51,304,El Collado,,bed,claystone,"""limestone""",fluvial-lacustrine indet.,,body,,,,general faunal/floral,Barroso-Barcenilla et al.,2017.0,61881,vertebrate,4.36999999999999,Mesozoic,Cretaceous
1358882,occ,166749,Ornithopoda indet.,suborder,Ornithopoda,suborder,38713,terrestrial,Late Barremian,,125.77,121.4,Chordata,Ornithischia,NO_ORDER_SPECIFIED,,,ES,Castilla-La Mancha,Cuenca,40.590469,-2.067325,based on nearby landmark,6,small collection,27.42,21.51,304,El Collado,,bed,claystone,"""limestone""",fluvial-lacustrine indet.,,body,,,,general faunal/floral,Barroso-Barcenilla et al.,2017.0,61881,vertebrate,4.36999999999999,Mesozoic,Cretaceous
1358883,occ,166749,Styracosterna indet.,unranked clade,Styracosterna,unranked clade,52809,terrestrial,Late Barremian,,125.77,121.4,Chordata,Ornithischia,,,,ES,Castilla-La Mancha,Cuenca,40.590469,-2.067325,based on nearby landmark,6,small collection,27.42,21.51,304,El Collado,,bed,claystone,"""limestone""",fluvial-lacustrine indet.,,body,,,,general faunal/floral,Barroso-Barcenilla et al.,2017.0,61881,vertebrate,4.36999999999999,Mesozoic,Cretaceous
1358891,occ,166751,Ornithopoda indet.,suborder,Ornithopoda,suborder,38713,terrestrial,Late Barremian,,125.77,121.4,Chordata,Ornithischia,NO_ORDER_SPECIFIED,,,ES,Castilla-La Mancha,Cuenca,40.551258,-2.062537,based on nearby landmark,6,small collection,27.39,21.49,304,El Collado,,bed,claystone,sandstone,fluvial-lacustrine indet.,,body,,,,general faunal/floral,Barroso-Barcenilla et al.,2017.0,61881,vertebrate,4.36999999999999,Mesozoic,Cretaceous
1358892,occ,166751,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Late Barremian,,125.77,121.4,Chordata,Reptilia,,,,ES,Castilla-La Mancha,Cuenca,40.551258,-2.062537,based on nearby landmark,6,small collection,27.39,21.49,304,El Collado,,bed,claystone,sandstone,fluvial-lacustrine indet.,,body,,,,general faunal/floral,Barroso-Barcenilla et al.,2017.0,61881,vertebrate,4.36999999999999,Mesozoic,Cretaceous
